Module Code,Title,Credits
TX6001,PERSONAL TAXES ,6
TX6002,CAPITAL TAXES ,6
TX6011,BUSINESS TAXES ,6
TX6012,INDIRECT TAXES ,6
TX6021,REVENUE LAW ,6
TX6022,PRINCIPLES OF INTERNATIONAL TAX ,6
TX6032,Taxation of Financial Services ,6
TX6041,SEMINAR SERIES 1 ,3
TX6042,SEMINAR SERIES 2 ,3
XD1001,BAIB-KEDGE DUAL DEGREE MODULE 1 ,6
XD1002,BAIB-KEDGE DUAL DEGREE MODULE 2 ,6
XD1003,BAIB-KEDGE DUAL DEGREE MODULE 3 ,6
XD1004,BAIB-KEDGE DUAL DEGREE MODULE 4 ,6
XD1005,BAIB-KEDGE DUAL DEGREE MODULE 5 ,6
XD1006,BAIB-KEDGE DUAL DEGREE MODULE 6 ,6
XD1007,BAIB-KEDGE DUAL DEGREE MODULE 7 ,6
XD1008,BAIB-KEDGE DUAL DEGREE MODULE 8 ,6
XD1009,BAIB-KEDGE DUAL DEGREE MODULE 9 ,6
XD1010,BAIB-KEDGE DUAL DEGREE MODULE 10 ,6
XD1011,AUDENCIA DUAL DEGREE MODULE 1 ,6
XD1012,AUDENCIA DUAL DEGREE MODULE 2 ,6
XD1013,AUDENCIA DUAL DEGREE MODULE 3 ,6
XD1014,AUDENCIA DUAL DEGREE MODULE 4 ,6
XD1015,AUDENCIA DUAL DEGREE MODULE 5 ,6
XD1016,AUDENCIA DUAL DEGREE MODULE 6 ,6
XD1017,AUDENCIA DUAL DEGREE MODULE 7 ,6
XD1018,AUDENCIA DUAL DEGREE MODULE 8 ,6
XD1019,AUDENCIA DUAL DEGREE MODULE 9 ,6
XD1020,AUDENCIA DUAL DEGREE MODULE 10 ,6
XD1021,LA ROCHELLE DUAL DEGREE MODULE 1 ,6
XD1022,LA ROCHELLE DUAL DEGREE MODULE 2 ,6
XD1023,LA ROCHELLE DUAL DEGREE MODULE 3 ,6
XD1024,LA ROCHELLE DUAL DEGREE MODULE 4 ,6
XD1025,LA ROCHELLE DUAL DEGREE MODULE 5 ,6
XD1026,LA ROCHELLE DUAL DEGREE MODULE 6 ,6
XD1027,LA ROCHELLE DUAL DEGREE MODULE 7 ,6
XD1028,LA ROCHELLE DUAL DEGREE MODULE 8 ,6
XD1029,LA ROCHELLE DUAL DEGREE MODULE 9 ,6
XD1030,LA ROCHELLE DUAL DEGREE MODULE 10 ,6
XD1031,NAGOYA DUAL DEGREE MODULE 1 ,6
XD1032,NAGOYA DUAL DEGREE MODULE 2 ,6
XD1033,NAGOYA DUAL DEGREE MODULE 3 ,6
XD1034,NAGOYA DUAL DEGREE MODULE 4 ,6
XD1035,NAGOYA DUAL DEGREE MODULE 5 ,6
XD1036,NAGOYA DUAL DEGREE MODULE 6 ,6
XD1037,NAGOYA DUAL DEGREE MODULE 7 ,6
XD1038,NAGOYA DUAL DEGREE MODULE 8 ,6
XD1039,NAGOYA DUAL DEGREE MODULE 9 ,6
XD1040,NAGOYA DUAL DEGREE MODULE 10 ,6
XD1041,KOZMINSKI DUAL DEGREE MODULE 1 ,6
XD1042,KOZMINSKI DUAL DEGREE MODULE 2 ,6
XD1043,KOZMINSKI DUAL DEGREE MODULE 3 ,6
XD1044,KOZMINSKI DUAL DEGREE MODULE 4 ,6
XD1045,KOZMINSKI DUAL DEGREE MODULE 5 ,6
XD1046,KOZMINSKI DUAL DEGREE MODULE 6 ,6
XD1047,KOZMINSKI DUAL DEGREE MODULE 7 ,6
XD1048,KOZMINSKI DUAL DEGREE MODULE 8 ,6
XD1049,KOZMINSKI DUAL DEGREE MODULE 9 ,6
XD1050,KOZMINSKI DUAL DEGREE MODULE 10 ,6
XD1051,PFORZHEIM DUAL DEGREE MODULE 1 ,6
XD1052,PFORZHEIM DUAL DEGREE MODULE 2 ,6
XD1053,PFORZHEIM DUAL DEGREE MODULE 3 ,6
XD1054,PFORZHEIM DUAL DEGREE MODULE 4 ,6
XD1055,PFORZHEIM DUAL DEGREE MODULE 5 ,6
XD1056,PFORZHEIM DUAL DEGREE MODULE 6 ,6
XD1057,PFORZHEIM DUAL DEGREE MODULE 7 ,6
XD1058,PFORZHEIM DUAL DEGREE MODULE 8 ,6
XD1059,PFORZHEIM DUAL DEGREE MODULE 9 ,6
XD1060,PFORZHEIM DUAL DEGREE MODULE 10 ,6
XD1061,NEOMA DUAL DEGREE MODULE 1 ,6
XD1062,NEOMA DUAL DEGREE MODULE 2 ,6
XD1063,NEOMA DUAL DEGREE MODULE 3 ,6
XD1064,NEOMA DUAL DEGREE MODULE 4 ,6
XD1065,NEOMA DUAL DEGREE MODULE 5 ,6
XD1066,NEOMA DUAL DEGREE MODULE 6 ,6
XD1067,NEOMA DUAL DEGREE MODULE 7 ,6
XD1068,NEOMA DUAL DEGREE MODULE 8 ,6
XD1069,NEOMA DUAL DEGREE MODULE 9 ,6
XD1070,NEOMA DUAL DEGREE MODULE 10 ,6
XD1071,AUDENCIA MASTERS DUAL DEGREE MODULE 1 ,6
XD1072,AUDENCIA MASTERS DUAL DEGREE MODULE 2 ,6
XD1073,AUDENCIA MASTERS DUAL DEGREE MODULE 3 ,6
XD1074,AUDENCIA MASTERS DUAL DEGREE MODULE 4 ,6
XD1075,AUDENCIA MASTERS DUAL DEGREE MODULE 5 ,6
XD1076,AUDENCIA MASTERS DUAL DEGREE MODULE 6 ,6
XD1077,AUDENCIA MASTERS DUAL DEGREE MODULE 7 ,6
XD1078,AUDENCIA MASTERS DUAL DEGREE MODULE 8 ,6
XD1079,AUDENCIA MASTERS DUAL DEGREE MODULE 9 ,6
XD1080,AUDENCIA MASTERS DUAL DEGREE INTERNSHIP ,30
XD1081,TOULOUSE DUAL DEGREE MODULE 1 ,6
XD1082,TOULOUSE DUAL DEGREE MODULE 2 ,6
XD1083,TOULOUSE DUAL DEGREE MODULE 3 ,6
XD1084,TOULOUSE DUAL DEGREE MODULE 4 ,6
XD1085,TOULOUSE DUAL DEGREE MODULE 5 ,6
XD1086,TOULOUSE DUAL DEGREE MODULE 6 ,6
XD1087,TOULOUSE DUAL DEGREE MODULE 7 ,6
XD1088,TOULOUSE DUAL DEGREE MODULE 8 ,6
XD1089,TOULOUSE DUAL DEGREE MODULE 9 ,6
XD1090,TOULOUSE DUAL DEGREE MODULE 10 ,6
XD1091,EXCELIA DUAL DEGREE MODULE 1 ,6
XD1092,EXCELIA DUAL DEGREE MODULE 2 ,6
XD1093,EXCELIA DUAL DEGREE MODULE 3 ,6
XD1094,EXCELIA DUAL DEGREE MODULE 4 ,6
XD1095,EXCELIA DUAL DEGREE MODULE 5 ,6
XD1096,EXCELIA DUAL DEGREE INTERNSHIP ,15
XD1097,EXCELIA DUAL DEGREE DISSERTATION ,15
XD1098,RENNES DUAL DEGREE MODULE 1 ,6
XD1099,RENNES DUAL DEGREE MODULE 2 ,6
XD2000,RENNES DUAL DEGREE MODULE 3 ,6
XD2001,RENNES DUAL DEGREE MODULE 4 ,6
XD2005,RENNES DUAL DEGREE MODULE 5 ,6
XD2006,RENNES DUAL DEGREE MODULE 6 ,6
XD2007,RENNES DUAL DEGREE MODULE 7 ,6
XD2008,RENNES DUAL DEGREE MODULE 8 ,6
XD2009,RENNES DUAL DEGREE MODULE 9 ,6
XD2010,RENNES DUAL DEGREE MODULE 10 ,6
XD2011,TONGJI DUAL DEGREE MODULE 1 ,6
XD2012,TONGJI DUAL DEGREE MODULE 2 ,6
XD2013,TONGJI DUAL DEGREE MODULE 3 ,6
XD2014,TONGJI DUAL DEGREE MODULE 4 ,6
XD2015,TONGJI DUAL DEGREE MODULE 5 ,6
XD2016,TONGJI DUAL DEGREE MODULE 6 ,6
XD2017,TONGJI DUAL DEGREE MODULE 7 ,6
XD2018,TONGJI DUAL DEGREE MODULE 8 ,6
XD2019,TONGJI DUAL DEGREE MODULE 9 ,6
XD2020,TONGJI DUAL DEGREE MODULE 10 ,6
XD2021,AUDENCIA MASTERS DUAL DEGREE MODULE 10 ,6
XD2022,GRENOBLE DUAL DEGREE MODULE 1 ,6
XD2023,GRENOBLE DUAL DEGREE MODULE 2 ,6
XD2024,GRENOBLE DUAL DEGREE MODULE 3 ,6
XD2025,GRENOBLE DUAL DEGREE MODULE 4 ,6
XD2026,GRENOBLE DUAL DEGREE MODULE 5 ,6
XD2027,GRENOBLE DUAL DEGREE MODULE 6 ,6
XD2028,GRENOBLE DUAL DEGREE MODULE 7 ,6
XD2029,GRENOBLE DUAL DEGREE MODULE 8 ,6
XD2030,GRENOBLE DUAL DEGREE MODULE 9 ,6
XD2031,GRENOBLE DUAL DEGREE MODULE 10 ,6
XD4034,BAIB DUAL DEGREE INTERNSHIP ,30
